park,name,geom,wkt
http://gnis-ld.org/lod/gnis/feature/1871912,Bohnett Park,http://gnis-ld.org/geometry/point/gnisf.1871912,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7120798 34.4172196)
http://gnis-ld.org/lod/gnis/feature/1871916,Earl Warren Show Grounds,http://gnis-ld.org/geometry/point/gnisf.1871916,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7362484 34.4299976)
http://gnis-ld.org/lod/gnis/feature/1871925,Hilda McIntyre Ray Park,http://gnis-ld.org/geometry/point/gnisf.1871925,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7231915 34.4124977)
http://gnis-ld.org/lod/gnis/feature/1871952,Palm Chase Recreation Center,http://gnis-ld.org/geometry/point/gnisf.1871952,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6862448 34.4141638)
http://gnis-ld.org/lod/gnis/feature/1871953,Pilgrim Terrace Park,http://gnis-ld.org/geometry/point/gnisf.1871953,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7240253 34.4255531)
http://gnis-ld.org/lod/gnis/feature/1871955,San Roque Park,http://gnis-ld.org/geometry/point/gnisf.1871955,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7368043 34.4436086)
http://gnis-ld.org/lod/gnis/feature/1872040,Eastside Neighborhood Park,http://gnis-ld.org/geometry/point/gnisf.1872040,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6770779 34.427219)
http://gnis-ld.org/lod/gnis/feature/1872063,Ortega Park,http://gnis-ld.org/geometry/point/gnisf.1872063,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6898564 34.424997)
http://gnis-ld.org/lod/gnis/feature/1872091,Sunflower Park,http://gnis-ld.org/geometry/point/gnisf.1872091,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6765223 34.424719)
http://gnis-ld.org/lod/gnis/feature/1872114,El Carro Park,http://gnis-ld.org/geometry/point/gnisf.1872114,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.5101227 34.4049947)
http://gnis-ld.org/lod/gnis/feature/1872127,Lions Club Park,http://gnis-ld.org/geometry/point/gnisf.1872127,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.4915106 34.4022169)
http://gnis-ld.org/lod/gnis/feature/2045735,Santa Barbara Botanic Garden,http://gnis-ld.org/geometry/point/gnisf.2045735,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7106919 34.4569412)
http://gnis-ld.org/lod/gnis/feature/2797498,Sisquoc Wild and Scenic River,http://gnis-ld.org/geometry/point/gnisf.2797498,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.80638 34.805)
