school,name,geom,wkt
http://gnis-ld.org/lod/gnis/feature/1871996,Franklin Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871996,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6779279 34.4255552)
http://gnis-ld.org/lod/gnis/feature/1871862,Saint Raphael Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871862,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.814784 34.4367933)
http://gnis-ld.org/lod/gnis/feature/2518328,Liberty Elementary School,http://gnis-ld.org/geometry/point/gnisf.2518328,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4563704 34.9279052)
http://gnis-ld.org/lod/gnis/feature/2518368,Vista de las Cruces School,http://gnis-ld.org/geometry/point/gnisf.2518368,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.2296933 34.5081434)
http://gnis-ld.org/lod/gnis/feature/1871721,Los Berros Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871721,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4332989 34.6961775)
http://gnis-ld.org/lod/gnis/feature/2518361,San Marcos Continuation High School,http://gnis-ld.org/geometry/point/gnisf.2518361,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7879981 34.4381647)
http://gnis-ld.org/lod/gnis/feature/1871589,Juan Pacifico Ontiveros Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871589,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4469174 34.9767179)
http://gnis-ld.org/lod/gnis/feature/2548585,Marian and Severson Theatres (Allan Hancock College - Main Campus),http://gnis-ld.org/geometry/point/gnisf.2548585,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.418696 34.943257)
http://gnis-ld.org/lod/gnis/feature/1872072,Saint Marys Seminary,http://gnis-ld.org/geometry/point/gnisf.1872072,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.694302 34.4591632)
http://gnis-ld.org/lod/gnis/feature/2548575,Joe White Memorial Gymnasium (Allan Hancock College - Main Campus),http://gnis-ld.org/geometry/point/gnisf.2548575,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.422001 34.945086)
http://gnis-ld.org/lod/gnis/feature/1872062,Notre Dame School,http://gnis-ld.org/geometry/point/gnisf.1872062,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7077207 34.4271535)
http://gnis-ld.org/lod/gnis/feature/1871643,Fesler Junior High School,http://gnis-ld.org/geometry/point/gnisf.1871643,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4199391 34.9559593)
http://gnis-ld.org/lod/gnis/feature/1871711,Leonora Fillmore Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871711,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4427364 34.6506529)
http://gnis-ld.org/lod/gnis/feature/2518387,Mission Valley School,http://gnis-ld.org/geometry/point/gnisf.2518387,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4496563 34.6589117)
http://gnis-ld.org/lod/gnis/feature/2518324,Sierra Madre Continuation High School,http://gnis-ld.org/geometry/point/gnisf.2518324,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6745557 34.9436635)
http://gnis-ld.org/lod/gnis/feature/2518334,Cuyama Christian Academy,http://gnis-ld.org/geometry/point/gnisf.2518334,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.687925 34.9433354)
http://gnis-ld.org/lod/gnis/feature/1871833,Dos Pueblos Continuation High School,http://gnis-ld.org/geometry/point/gnisf.1871833,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8786002 34.4383708)
http://gnis-ld.org/lod/gnis/feature/2518388,Camino Real Community Partnership Academy,http://gnis-ld.org/geometry/point/gnisf.2518388,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4508496 34.6596347)
http://gnis-ld.org/lod/gnis/feature/2518358,Faith Academy,http://gnis-ld.org/geometry/point/gnisf.2518358,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.81478 34.45281)
http://gnis-ld.org/lod/gnis/feature/1871541,Kermit McKenzie Junior High School,http://gnis-ld.org/geometry/point/gnisf.1871541,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.5788295 34.9569463)
http://gnis-ld.org/lod/gnis/feature/1872113,College of the Queen of Peace Jesuit Novitiate,http://gnis-ld.org/geometry/point/gnisf.1872113,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.5806834 34.4419394)
http://gnis-ld.org/lod/gnis/feature/1871910,Adams Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871910,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.734271 34.4324674)
http://gnis-ld.org/lod/gnis/feature/2518393,Adelante Charter School,http://gnis-ld.org/geometry/point/gnisf.2518393,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.678874 34.4248418)
http://gnis-ld.org/lod/gnis/feature/2518343,Crossroads Christian Junior High School,http://gnis-ld.org/geometry/point/gnisf.2518343,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4232851 34.9327258)
http://gnis-ld.org/lod/gnis/feature/2518366,New Life Christian Academy,http://gnis-ld.org/geometry/point/gnisf.2518366,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4510888 34.6510433)
http://gnis-ld.org/lod/gnis/feature/1871571,Cypress Street Kindergarten,http://gnis-ld.org/geometry/point/gnisf.1871571,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.439886 34.9508114)
http://gnis-ld.org/lod/gnis/feature/2518364,La Purisima Conception Catholic School,http://gnis-ld.org/geometry/point/gnisf.2518364,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4602383 34.6346121)
http://gnis-ld.org/lod/gnis/feature/2518350,Saint John of Damascus Academy,http://gnis-ld.org/geometry/point/gnisf.2518350,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8312437 34.4485155)
http://gnis-ld.org/lod/gnis/feature/1871875,Bishop Garcia Diego High School,http://gnis-ld.org/geometry/point/gnisf.1871875,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7587995 34.4448614)
http://gnis-ld.org/lod/gnis/feature/1872008,Notre Dame Academy of Santa Barbara,http://gnis-ld.org/geometry/point/gnisf.1872008,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7159694 34.435275)
http://gnis-ld.org/lod/gnis/feature/1871599,Orange Street Kindergarten,http://gnis-ld.org/geometry/point/gnisf.1871599,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4312745 34.9491449)
http://gnis-ld.org/lod/gnis/feature/2518321,Santa Barbara Charter School,http://gnis-ld.org/geometry/point/gnisf.2518321,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8348111 34.4501524)
http://gnis-ld.org/lod/gnis/feature/1871858,Rainbow School,http://gnis-ld.org/geometry/point/gnisf.1871858,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8234738 34.4349393)
http://gnis-ld.org/lod/gnis/feature/2370613,Santa Barbara Business College - Santa Maria,http://gnis-ld.org/geometry/point/gnisf.2370613,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4332988 34.9377317)
http://gnis-ld.org/lod/gnis/feature/1871623,Adam Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871623,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4425769 34.9362424)
http://gnis-ld.org/lod/gnis/feature/1871635,Cuyama Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871635,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6091413 34.9321126)
http://gnis-ld.org/lod/gnis/feature/2518333,Coastline Christian Academy,http://gnis-ld.org/geometry/point/gnisf.2518333,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8286084 34.4517469)
http://gnis-ld.org/lod/gnis/feature/1872061,Music Academy of the West,http://gnis-ld.org/geometry/point/gnisf.1872061,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6484648 34.4191632)
http://gnis-ld.org/lod/gnis/feature/1871684,Wollam Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871684,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.5335831 34.8370962)
http://gnis-ld.org/lod/gnis/feature/1872003,La Cuesta High School,http://gnis-ld.org/geometry/point/gnisf.1872003,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.70069 34.408053)
http://gnis-ld.org/lod/gnis/feature/1871829,Community Christian School,http://gnis-ld.org/geometry/point/gnisf.1871829,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7995836 34.4524965)
http://gnis-ld.org/lod/gnis/feature/1871775,Jonata Middle School,http://gnis-ld.org/geometry/point/gnisf.1871775,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.1990078 34.6184644)
http://gnis-ld.org/lod/gnis/feature/1871926,Hillside House,http://gnis-ld.org/geometry/point/gnisf.1871926,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7433035 34.419451)
http://gnis-ld.org/lod/gnis/feature/2518365,Santa Barbara Charter Middle School,http://gnis-ld.org/geometry/point/gnisf.2518365,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8346338 34.4499591)
http://gnis-ld.org/lod/gnis/feature/1871664,Ralph Dunlap Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871664,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4135924 34.8694982)
http://gnis-ld.org/lod/gnis/feature/1871607,Saint Mary of the Assumption School,http://gnis-ld.org/geometry/point/gnisf.1871607,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4310634 34.9512205)
http://gnis-ld.org/lod/gnis/feature/2518329,Christian Life School,http://gnis-ld.org/geometry/point/gnisf.2518329,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4427222 34.9597804)
http://gnis-ld.org/lod/gnis/feature/1871646,May Grisham School,http://gnis-ld.org/geometry/point/gnisf.1871646,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.44015 34.8624486)
http://gnis-ld.org/lod/gnis/feature/1871594,Tunnell Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871594,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4146068 34.9645032)
http://gnis-ld.org/lod/gnis/feature/1871691,Buena Vista Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871691,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4647243 34.7093878)
http://gnis-ld.org/lod/gnis/feature/2518338,El Montecito School,http://gnis-ld.org/geometry/point/gnisf.2518338,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6927481 34.4275053)
http://gnis-ld.org/lod/gnis/feature/1871708,La Honda STEAM Academy,http://gnis-ld.org/geometry/point/gnisf.1871708,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4496334 34.6577711)
http://gnis-ld.org/lod/gnis/feature/2518386,Orcutt Academy Charter School,http://gnis-ld.org/geometry/point/gnisf.2518386,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4425991 34.8616895)
http://gnis-ld.org/lod/gnis/feature/1871788,Los Olivos Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871788,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.1111706 34.664649)
http://gnis-ld.org/lod/gnis/feature/2518392,Community Day School,http://gnis-ld.org/geometry/point/gnisf.2518392,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7560642 34.4496035)
http://gnis-ld.org/lod/gnis/feature/1871795,Olga Reed Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871795,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.2791474 34.7397452)
http://gnis-ld.org/lod/gnis/feature/1871542,Lakeview Junior High School,http://gnis-ld.org/geometry/point/gnisf.1871542,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4353054 34.8914976)
http://gnis-ld.org/lod/gnis/feature/1871563,Calvin C Oakley Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871563,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4514596 34.966632)
http://gnis-ld.org/lod/gnis/feature/1871569,Conejo School,http://gnis-ld.org/geometry/point/gnisf.1871569,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4429416 34.9435894)
http://gnis-ld.org/lod/gnis/feature/1871584,Battles Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871584,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4279991 34.9320645)
http://gnis-ld.org/lod/gnis/feature/1871624,Rice Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871624,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.426886 34.9667303)
http://gnis-ld.org/lod/gnis/feature/1871627,Blockman School (historical),http://gnis-ld.org/geometry/point/gnisf.1871627,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.31738 34.8374802)
http://gnis-ld.org/lod/gnis/feature/1871634,Crestview Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871634,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.5285366 34.7558508)
http://gnis-ld.org/lod/gnis/feature/1871636,Delta Continuation High School,http://gnis-ld.org/geometry/point/gnisf.1871636,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4339473 34.8659467)
http://gnis-ld.org/lod/gnis/feature/1871661,Patterson Road School,http://gnis-ld.org/geometry/point/gnisf.1871661,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4311016 34.8680257)
http://gnis-ld.org/lod/gnis/feature/1871663,Pine Grove Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871663,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4197414 34.8564752)
http://gnis-ld.org/lod/gnis/feature/1871687,Allan Hancock College Lompoc Valley Center,http://gnis-ld.org/geometry/point/gnisf.1871687,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4599404 34.6810142)
http://gnis-ld.org/lod/gnis/feature/1871723,Maple High School,http://gnis-ld.org/geometry/point/gnisf.1871723,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.5026658 34.7452593)
http://gnis-ld.org/lod/gnis/feature/1871834,Dos Pueblos High School,http://gnis-ld.org/geometry/point/gnisf.1871834,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8789167 34.4380788)
http://gnis-ld.org/lod/gnis/feature/1871845,Hollister Elementary School,http://gnis-ld.org/geometry/point/gnisf.1871845,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7948407 34.4323721)
http://gnis-ld.org/lod/gnis/feature/1871874,Alpha Training School,http://gnis-ld.org/geometry/point/gnisf.1871874,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7762501 34.4513859)
http://gnis-ld.org/lod/gnis/feature/1871896,Kellogg School,http://gnis-ld.org/geometry/point/gnisf.1871896,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8211469 34.4470014)
http://gnis-ld.org/lod/gnis/feature/1871900,Las Alturas Continuation High School,http://gnis-ld.org/geometry/point/gnisf.1871900,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7561232 34.4494925)
http://gnis-ld.org/lod/gnis/feature/1871907,Santa Barbara Adventist School,http://gnis-ld.org/geometry/point/gnisf.1871907,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7804517 34.4346914)
http://gnis-ld.org/lod/gnis/feature/1871941,Marymount of Santa Barbara School,http://gnis-ld.org/geometry/point/gnisf.1871941,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7083997 34.4429884)
http://gnis-ld.org/lod/gnis/feature/1871971,The Waldorf School of Santa Barbara,http://gnis-ld.org/geometry/point/gnisf.1871971,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.8862027 34.4389982)
http://gnis-ld.org/lod/gnis/feature/1872034,Brooks Institute of Photography Jefferson Campus,http://gnis-ld.org/geometry/point/gnisf.1872034,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6948543 34.4370006)
http://gnis-ld.org/lod/gnis/feature/1872036,Cleveland Elementary School,http://gnis-ld.org/geometry/point/gnisf.1872036,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6720991 34.4288091)
http://gnis-ld.org/lod/gnis/feature/1872050,Howard School,http://gnis-ld.org/geometry/point/gnisf.1872050,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.5104017 34.4064817)
http://gnis-ld.org/lod/gnis/feature/1872053,La Cuesta Continuation High School,http://gnis-ld.org/geometry/point/gnisf.1872053,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6960248 34.4213743)
http://gnis-ld.org/lod/gnis/feature/1872094,Canalino Elementary School,http://gnis-ld.org/geometry/point/gnisf.1872094,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.5153227 34.4041585)
http://gnis-ld.org/lod/gnis/feature/1872103,Carpinteria Middle School,http://gnis-ld.org/geometry/point/gnisf.1872103,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.5151167 34.3954992)
http://gnis-ld.org/lod/gnis/feature/1872123,Immaculate Heart College,http://gnis-ld.org/geometry/point/gnisf.1872123,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6242973 34.4480512)
http://gnis-ld.org/lod/gnis/feature/1872139,Summerland Elementary School,http://gnis-ld.org/geometry/point/gnisf.1872139,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.5973234 34.421462)
http://gnis-ld.org/lod/gnis/feature/2518351,Saint Joseph Seminary College,http://gnis-ld.org/geometry/point/gnisf.2518351,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4352904 34.8680752)
http://gnis-ld.org/lod/gnis/feature/2548610,Sports Pavilion (Allan Hancock College - Main Campus),http://gnis-ld.org/geometry/point/gnisf.2548610,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.418718 34.942588)
http://gnis-ld.org/lod/gnis/feature/2370728,Pacifica Graduate Institute - Lambert Campus,http://gnis-ld.org/geometry/point/gnisf.2370728,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.580554 34.421813)
http://gnis-ld.org/lod/gnis/feature/2370735,Fielding Graduate University,http://gnis-ld.org/geometry/point/gnisf.2370735,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7172498 34.4293127)
http://gnis-ld.org/lod/gnis/feature/2518370,Carpinteria Family School,http://gnis-ld.org/geometry/point/gnisf.2518370,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.5152616 34.4032239)
http://gnis-ld.org/lod/gnis/feature/2518327,Arellanes Junior High School,http://gnis-ld.org/geometry/point/gnisf.2518327,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4829354 34.8954492)
http://gnis-ld.org/lod/gnis/feature/2518335,Providence Lower School Campus,http://gnis-ld.org/geometry/point/gnisf.2518335,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7457532 34.4298086)
http://gnis-ld.org/lod/gnis/feature/2518337,Rincon High School,http://gnis-ld.org/geometry/point/gnisf.2518337,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.5177967 34.410723)
http://gnis-ld.org/lod/gnis/feature/2518347,Open Alternative School,http://gnis-ld.org/geometry/point/gnisf.2518347,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.7568311 34.449481)
http://gnis-ld.org/lod/gnis/feature/2518382,Tommie Kunst Junior High School,http://gnis-ld.org/geometry/point/gnisf.2518382,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.4475504 34.9853962)
http://gnis-ld.org/lod/gnis/feature/2518384,Pioneer Valley High School,http://gnis-ld.org/geometry/point/gnisf.2518384,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.401408 34.9584722)
http://gnis-ld.org/lod/gnis/feature/2518389,Oak Valley Elementary School,http://gnis-ld.org/geometry/point/gnisf.2518389,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-120.2069348 34.6211996)
http://gnis-ld.org/lod/gnis/feature/2551026,Brooks Institute Cota Street Campus,http://gnis-ld.org/geometry/point/gnisf.2551026,<http://www.opengis.net/def/crs/OGC/1.3/CRS84>POINT(-119.6967967 34.4181465)
