sign,wkt
S1,"LINESTRING (-120.3627550 34.5578080, -120.3629130 34.5582370, -120.3632580 34.5591210, -120.3635000 34.5596820, -120.3639710 34.5609030, -120.3643740 34.5619160, -120.3645830 34.5624610, -120.3649220 34.5633070, -120.3650660 34.5636850)"
S1,"LINESTRING (-120.3683850 34.5677670, -120.3682300 34.5676290, -120.3677240 34.5672920, -120.3673430 34.5670760, -120.3667810 34.5667460, -120.3665700 34.5665910, -120.3664520 34.5664840)"
S1,"LINESTRING (-120.3799830 34.5801830, -120.3798500 34.5800980, -120.3793690 34.5797010, -120.3790490 34.5794070, -120.3784150 34.5788770, -120.3778170 34.5783480, -120.3777010 34.5782510)"
S1,"LINESTRING (-120.3777010 34.5782510, -120.3770570 34.5777080, -120.3763020 34.5770590, -120.3753440 34.5761510)"
U101,"LINESTRING (-120.1898960 34.5669800, -120.1899070 34.5670230, -120.1902340 34.5680410, -120.1906630 34.5692740, -120.1907400 34.5694850, -120.1908370 34.5696850, -120.1909350 34.5698440, -120.1911500 34.5701230, -120.1913750 34.5703700, -120.1921240 34.5710980, -120.1924160 34.5713890, -120.1925950 34.5715670, -120.1927100 34.5716990, -120.1928350 34.5718690, -120.1930150 34.5721530, -120.1931560 34.5724360, -120.1933190 34.5728170, -120.1934400 34.5732820, -120.1934910 34.5735570, -120.1935900 34.5744470)"
U101,"LINESTRING (-120.1918410 34.5895600, -120.1926310 34.5905960, -120.1929460 34.5909970, -120.1934900 34.5916880, -120.1935040 34.5917050, -120.1937800 34.5920480, -120.1939350 34.5922930, -120.1940330 34.5924910, -120.1941000 34.5926480, -120.1942100 34.5929840, -120.1942760 34.5932890, -120.1942860 34.5933810, -120.1943310 34.5937720, -120.1943230 34.5939480)"
U101,"LINESTRING (-120.1935830 34.5968260, -120.1934720 34.5970670, -120.1929460 34.5982480, -120.1927580 34.5988200, -120.1923310 34.6003810, -120.1920840 34.6011610, -120.1920210 34.6013860)"
U101,"LINESTRING (-120.1964400 34.5328470, -120.1964500 34.5330020, -120.1968570 34.5366140, -120.1971030 34.5385540, -120.1970250 34.5394150, -120.1969040 34.5400310, -120.1967380 34.5405390)"
S1,"LINESTRING (-120.3008350 34.5240770, -120.3003960 34.5242070, -120.2992910 34.5245350, -120.2987080 34.5246810, -120.2983480 34.5247630, -120.2978820 34.5248700, -120.2972610 34.5249960, -120.2966250 34.5251340, -120.2951950 34.5254450, -120.2949330 34.5254950, -120.2935880 34.5257960, -120.2923520 34.5260590, -120.2916600 34.5261710, -120.2911380 34.5262260, -120.2907990 34.5262440, -120.2904760 34.5262560, -120.2898620 34.5262610, -120.2893650 34.5262310, -120.2892900 34.5262260, -120.2887330 34.5261620, -120.2883050 34.5261000, -120.2879130 34.5260270, -120.2875410 34.5259350, -120.2869270 34.5257670, -120.2866770 34.5256830)"
S1,"LINESTRING (-120.3161730 34.5178350, -120.3160030 34.5178780, -120.3157140 34.5179760, -120.3149830 34.5182580, -120.3147220 34.5183850, -120.3130420 34.5192570, -120.3129690 34.5192950, -120.3123900 34.5195880, -120.3110520 34.5203140, -120.3108700 34.5203940, -120.3098120 34.5209540, -120.3089500 34.5213720, -120.3085100 34.5215600, -120.3081960 34.5216830, -120.3063040 34.5223370, -120.3049810 34.5227490, -120.3046080 34.5228780, -120.3045300 34.5229030, -120.3029480 34.5234100, -120.3025390 34.5235450, -120.3018200 34.5237630, -120.3016970 34.5238020, -120.3008350 34.5240770)"
S1,"LINESTRING (-120.2866770 34.5256830, -120.2863630 34.5255780, -120.2861320 34.5254840, -120.2857150 34.5253010, -120.2855360 34.5252180, -120.2847480 34.5248140, -120.2847100 34.5247930)"
U101,"LINESTRING (-120.2263150 34.5045680, -120.2262900 34.5047310, -120.2262800 34.5048890, -120.2262770 34.5050620, -120.2262870 34.5054370, -120.2263200 34.5061230, -120.2263890 34.5070700, -120.2263680 34.5076310, -120.2262840 34.5080140, -120.2262340 34.5083010, -120.2261210 34.5086380, -120.2259430 34.5089930, -120.2258860 34.5091210)"
U101,"LINESTRING (-120.2308690 34.4980420, -120.2308460 34.4981790, -120.2307990 34.4983490, -120.2307110 34.4985840, -120.2306410 34.4987450, -120.2305660 34.4988830, -120.2303510 34.4992330, -120.2302670 34.4993480, -120.2301120 34.4995170, -120.2297030 34.4998880, -120.2295360 34.5000600, -120.2293210 34.5002650, -120.2284050 34.5012090, -120.2280090 34.5015770, -120.2276040 34.5019800, -120.2274240 34.5021860, -120.2270410 34.5027070, -120.2268250 34.5030620, -120.2266470 34.5034120)"
S1,"LINESTRING (-120.2392770 34.5132390, -120.2390600 34.5131640, -120.2388130 34.5130700, -120.2386500 34.5130590, -120.2368040 34.5122850)"
S1,"LINESTRING (-120.2296670 34.5107060, -120.2294160 34.5107090, -120.2283770 34.5106540, -120.2278950 34.5105590, -120.2276710 34.5104910, -120.2274470 34.5103990, -120.2272360 34.5102790, -120.2269350 34.5100740, -120.2262550 34.5095010, -120.2259310 34.5092120, -120.2258650 34.5091590)"
U101,"LINESTRING (-120.2096200 34.4735250, -120.2077960 34.4735510, -120.2077770 34.4735510, -120.2068690 34.4735610, -120.2068530 34.4735610, -120.2046740 34.4735750, -120.2046130 34.4735760, -120.2035610 34.4735850, -120.2030180 34.4735890, -120.2013480 34.4736030, -120.2008740 34.4735850)"
U101,"LINESTRING (-120.2244560 34.4735620, -120.2241810 34.4735000, -120.2239240 34.4734560, -120.2233810 34.4734030, -120.2227570 34.4733970, -120.2218660 34.4734000, -120.2203970 34.4734210, -120.2187160 34.4734360, -120.2144020 34.4734760, -120.2130540 34.4734820, -120.2120890 34.4735050, -120.2120460 34.4735060, -120.2108010 34.4734960)"
U101,"LINESTRING (-120.1994470 34.4734860, -120.1993020 34.4734730, -120.1986370 34.4733950, -120.1981940 34.4733310, -120.1967590 34.4731140, -120.1960430 34.4730010, -120.1936290 34.4726190)"
U101,"LINESTRING (-120.1938190 34.5771070, -120.1938180 34.5771390, -120.1938080 34.5773640, -120.1937470 34.5778040, -120.1935630 34.5787460, -120.1935030 34.5790550, -120.1935000 34.5791380, -120.1934980 34.5791680, -120.1934860 34.5793740, -120.1935240 34.5799820, -120.1936330 34.5805590)"
U101,"LINESTRING (-120.1936980 34.5753760, -120.1937440 34.5757750)"
U101,"LINESTRING (-120.1942800 34.5946130, -120.1942700 34.5947370, -120.1942200 34.5950210, -120.1941190 34.5954520, -120.1940740 34.5955900)"
U101,"LINESTRING (-120.1915100 34.5597110, -120.1913740 34.5599270, -120.1912030 34.5601910, -120.1908850 34.5606180, -120.1905540 34.5611040, -120.1902990 34.5615450, -120.1901490 34.5618760, -120.1899130 34.5624950, -120.1898410 34.5627820, -120.1898160 34.5629200, -120.1897320 34.5632970, -120.1896840 34.5641930, -120.1896750 34.5656530, -120.1897040 34.5661270, -120.1898060 34.5666430, -120.1898960 34.5669800)"
U101,"LINESTRING (-120.1914930 34.5543020, -120.1917120 34.5552330, -120.1921160 34.5566100, -120.1921670 34.5571870, -120.1921520 34.5577300, -120.1920600 34.5583340, -120.1918960 34.5589280, -120.1917600 34.5592470, -120.1916510 34.5594870, -120.1915100 34.5597110)"
S246,"LINESTRING (-120.2636220 34.6239220, -120.2630260 34.6234330, -120.2622290 34.6228370, -120.2616100 34.6223470, -120.2603440 34.6213590, -120.2600960 34.6211820, -120.2598200 34.6210090, -120.2593550 34.6207490, -120.2591710 34.6206560, -120.2587910 34.6204630, -120.2585520 34.6203630, -120.2579930 34.6201510, -120.2576310 34.6200390, -120.2571560 34.6199090, -120.2567790 34.6198400, -120.2562670 34.6197630, -120.2555480 34.6196820, -120.2552930 34.6196660, -120.2545900 34.6196440, -120.2540860 34.6196600, -120.2539190 34.6196680, -120.2536310 34.6196960, -120.2534030 34.6197310, -120.2528580 34.6198400, -120.2524650 34.6199190, -120.2518560 34.6200410)"
S246,"LINESTRING (-120.2757890 34.6285910, -120.2757110 34.6285720, -120.2750760 34.6284000, -120.2745400 34.6282250, -120.2723360 34.6273800, -120.2717330 34.6271510, -120.2707470 34.6267480, -120.2699790 34.6264600)"
S246,"LINESTRING (-120.2699790 34.6264600, -120.2694560 34.6262640, -120.2682790 34.6258630, -120.2674690 34.6255530, -120.2671090 34.6254040, -120.2657530 34.6248820, -120.2649750 34.6246230, -120.2646790 34.6245100, -120.2643940 34.6243860, -120.2641280 34.6242520, -120.2638600 34.6240940, -120.2636780 34.6239680, -120.2636220 34.6239220)"
S246,"LINESTRING (-120.2307790 34.6225890, -120.2305130 34.6226470, -120.2251740 34.6238860, -120.2245840 34.6240040, -120.2243940 34.6240340)"
S246,"LINESTRING (-120.2412300 34.6220140, -120.2412130 34.6220170, -120.2411400 34.6220310, -120.2408610 34.6220740, -120.2403590 34.6221290, -120.2398230 34.6221640, -120.2393760 34.6221720, -120.2391480 34.6221690, -120.2372640 34.6221000, -120.2357330 34.6220000)"
S246,"LINESTRING (-120.2238800 34.6240890, -120.2238080 34.6240950, -120.2233440 34.6241080, -120.2231270 34.6241140, -120.2222730 34.6240880, -120.2217480 34.6240640, -120.2214310 34.6240400, -120.2209940 34.6239920, -120.2206660 34.6239390, -120.2200750 34.6238200, -120.2194370 34.6236520, -120.2190330 34.6235250, -120.2183290 34.6232510, -120.2178380 34.6230320, -120.2171970 34.6227260, -120.2165910 34.6224400, -120.2160740 34.6222190, -120.2152960 34.6218830, -120.2147330 34.6216380, -120.2142140 34.6214240)"
S246,"LINESTRING (-120.1971680 34.6147300, -120.1970710 34.6146900, -120.1969500 34.6146410, -120.1952940 34.6140050, -120.1948320 34.6138260, -120.1942600 34.6136150, -120.1938900 34.6134860, -120.1935670 34.6133700)"
S246,"LINESTRING (-120.1977970 34.6149760, -120.1976550 34.6149220, -120.1973750 34.6148150, -120.1971680 34.6147300)"
S246,"LINESTRING (-120.1935670 34.6133700, -120.1935210 34.6133530, -120.1932980 34.6132700)"
U101,"LINESTRING (-120.1890060 34.6228000, -120.1889740 34.6230540, -120.1888510 34.6239150, -120.1881110 34.6282700, -120.1881050 34.6283050, -120.1877030 34.6307770, -120.1875370 34.6316590, -120.1873970 34.6321960, -120.1872580 34.6326200, -120.1869280 34.6334420, -120.1860900 34.6353100, -120.1859020 34.6357830, -120.1857580 34.6362190, -120.1856030 34.6369060, -120.1855710 34.6370680, -120.1854830 34.6377310, -120.1854770 34.6378380)"
U101,"LINESTRING (-120.1912420 34.6053060, -120.1911650 34.6056370, -120.1910780 34.6061550, -120.1910760 34.6061690, -120.1910640 34.6062360, -120.1910140 34.6065500, -120.1909870 34.6067180, -120.1908600 34.6074370)"
U101,"LINESTRING (-120.1892940 34.6163650, -120.1892360 34.6168950, -120.1892080 34.6174970, -120.1891930 34.6183830, -120.1891930 34.6183980)"
U101,"LINESTRING (-120.1828290 34.6521790, -120.1826650 34.6528200, -120.1826580 34.6528460, -120.1824940 34.6534440, -120.1823150 34.6540080, -120.1821370 34.6544990, -120.1818940 34.6550870, -120.1816820 34.6555290, -120.1815110 34.6558380, -120.1813010 34.6561810)"
U101,"LINESTRING (-120.1936330 34.5805590, -120.1936410 34.5806030, -120.1936910 34.5808760, -120.1937120 34.5809630, -120.1938030 34.5815450, -120.1938420 34.5817860, -120.1938590 34.5820480, -120.1938590 34.5823260, -120.1938350 34.5824900, -120.1937770 34.5828820, -120.1936220 34.5833050, -120.1935600 34.5834260, -120.1935010 34.5835160, -120.1933670 34.5837360, -120.1930840 34.5840840, -120.1928250 34.5843930, -120.1925280 34.5847590, -120.1916970 34.5858000, -120.1915350 34.5860510, -120.1914250 34.5862910, -120.1913440 34.5864660, -120.1912600 34.5867150, -120.1911970 34.5869220, -120.1911560 34.5871460, -120.1911330 34.5873580, -120.1911510 34.5879040, -120.1911900 34.5881600, -120.1912310 34.5883560, -120.1912900 34.5885250, -120.1913830 34.5887700, -120.1915920 34.5892050, -120.1916490 34.5892890)"
U101,"LINESTRING (-120.2259070 34.4893840, -120.2259040 34.4894830, -120.2259470 34.4903160, -120.2259620 34.4908060, -120.2259910 34.4912140, -120.2259980 34.4913980, -120.2260040 34.4915470, -120.2260270 34.4917190, -120.2261160 34.4920970, -120.2261810 34.4922730, -120.2262660 34.4924550, -120.2263760 34.4926470, -120.2265000 34.4928360, -120.2267580 34.4931250, -120.2270870 34.4933890, -120.2273590 34.4935670, -120.2276630 34.4937310, -120.2279670 34.4938830, -120.2285650 34.4941060, -120.2292300 34.4944100, -120.2295160 34.4945790, -120.2296670 34.4946880, -120.2299380 34.4949090, -120.2301790 34.4951740, -120.2303440 34.4954020, -120.2305250 34.4957380, -120.2306600 34.4960530, -120.2307630 34.4963490, -120.2307760 34.4964020)"
S150,"LINESTRING (-119.4620890 34.3919130, -119.4618080 34.3921080, -119.4615870 34.3922520, -119.4613560 34.3923860, -119.4609450 34.3925970, -119.4607650 34.3926720, -119.4605980 34.3927250, -119.4601960 34.3928950, -119.4596020 34.3931670, -119.4590950 34.3933810, -119.4587460 34.3935520, -119.4572310 34.3944290, -119.4564240 34.3949170, -119.4558690 34.3952210, -119.4555340 34.3953780, -119.4548170 34.3956300, -119.4546070 34.3957180)"
S150,"LINESTRING (-119.4627470 34.3913250, -119.4626190 34.3914810, -119.4625380 34.3915790, -119.4624390 34.3916450, -119.4623140 34.3917580, -119.4620890 34.3919130)"
S150,"LINESTRING (-119.4537370 34.3960760, -119.4536610 34.3960730)"
S150,"LINESTRING (-119.4542600 34.3958800, -119.4539340 34.3960640, -119.4538910 34.3960770, -119.4537820 34.3960770, -119.4537370 34.3960760)"
S150,"LINESTRING (-119.4546070 34.3957180, -119.4544300 34.3957930)"
S150,"LINESTRING (-119.4544300 34.3957930, -119.4543700 34.3958180, -119.4542600 34.3958800)"
S150,"LINESTRING (-119.4536610 34.3960730, -119.4535470 34.3960700)"
S33,"LINESTRING (-119.4422900 34.7872440, -119.4423660 34.7873620)"
S33,"LINESTRING (-119.4423670 34.7873620, -119.4423760 34.7873770)"
S33,"LINESTRING (-119.4585360 34.8142300, -119.4587260 34.8145290, -119.4595100 34.8157590, -119.4598000 34.8162220)"
S33,"LINESTRING (-119.4583550 34.8139460, -119.4585360 34.8142300)"
S33,"LINESTRING (-119.4682310 34.8294910, -119.4683970 34.8297590, -119.4688570 34.8304840, -119.4693850 34.8313220, -119.4701510 34.8325700, -119.4706960 34.8333800, -119.4708020 34.8335490, -119.4713530 34.8344220, -119.4715450 34.8347240, -119.4735600 34.8378890, -119.4756870 34.8412700, -119.4762190 34.8420770, -119.4764840 34.8424980)"
S33,"LINESTRING (-119.4510390 34.8018300, -119.4512650 34.8022190, -119.4522580 34.8038820, -119.4543280 34.8073080, -119.4558780 34.8099130, -119.4564120 34.8107920, -119.4570100 34.8117910, -119.4574110 34.8124650, -119.4583550 34.8139460)"
S33,"LINESTRING (-119.4598000 34.8162220, -119.4600880 34.8166800, -119.4617620 34.8193160, -119.4617770 34.8193400, -119.4638960 34.8226930, -119.4655270 34.8252390, -119.4664190 34.8266230, -119.4669170 34.8274120, -119.4673710 34.8281290, -119.4676760 34.8286470, -119.4680350 34.8291760, -119.4682310 34.8294910)"
S33,"LINESTRING (-119.4990150 34.8835800, -119.5001130 34.8860200, -119.5004840 34.8868460, -119.5005250 34.8869370, -119.5007570 34.8874570, -119.5015220 34.8891860, -119.5015480 34.8892350, -119.5029040 34.8922690, -119.5032350 34.8930090, -119.5036660 34.8939440, -119.5048720 34.8967030, -119.5053000 34.8976500)"
S33,"LINESTRING (-119.4847530 34.8554950, -119.4849830 34.8558540, -119.4854650 34.8566060, -119.4867570 34.8586460, -119.4871460 34.8592340, -119.4872240 34.8593720, -119.4872820 34.8594750, -119.4876380 34.8600150, -119.4892640 34.8625840, -119.4905130 34.8645340, -119.4906340 34.8647470, -119.4909170 34.8653490, -119.4919700 34.8677530, -119.4921210 34.8680780, -119.4922520 34.8683620, -119.4924440 34.8688010)"
S150,"LINESTRING (-119.4535470 34.3960700, -119.4532950 34.3960450, -119.4531480 34.3960280, -119.4525490 34.3959980)"
S33,"LINESTRING (-119.4423760 34.7873770, -119.4425210 34.7876010, -119.4427240 34.7879350, -119.4427390 34.7879620, -119.4427560 34.7879910, -119.4427910 34.7880530, -119.4434010 34.7891290, -119.4438390 34.7898510, -119.4442250 34.7904610, -119.4447650 34.7913260, -119.4452980 34.7922260, -119.4456160 34.7927520, -119.4464740 34.7941700, -119.4465270 34.7942610, -119.4472410 34.7954790, -119.4475910 34.7960770, -119.4478770 34.7965420, -119.4483110 34.7972160, -119.4497210 34.7996160, -119.4502290 34.8004670, -119.4508880 34.8015690, -119.4509550 34.8016840, -119.4510390 34.8018300)"
S33,"LINESTRING (-119.4764840 34.8424980, -119.4775960 34.8442660, -119.4783120 34.8453770, -119.4817720 34.8508080, -119.4819440 34.8510750, -119.4823110 34.8516590, -119.4826240 34.8521450, -119.4838650 34.8541110, -119.4847530 34.8554950)"
S33,"LINESTRING (-119.4422900 34.7872440, -119.4421540 34.7870730, -119.4420200 34.7869330, -119.4419090 34.7868370, -119.4418000 34.7867580, -119.4416350 34.7866490, -119.4415620 34.7866070)"
S33,"LINESTRING (-119.4924440 34.8688010, -119.4927260 34.8694460, -119.4935860 34.8713180, -119.4938280 34.8718830, -119.4940370 34.8723700, -119.4954100 34.8754100, -119.4960070 34.8768090, -119.4962960 34.8774970, -119.4972830 34.8796800, -119.4982010 34.8817460, -119.4982760 34.8819190, -119.4984530 34.8823260, -119.4985500 34.8825510, -119.4986080 34.8826800, -119.4986690 34.8828120, -119.4986990 34.8828780)"
S33,"LINESTRING (-119.4986990 34.8828780, -119.4990150 34.8835800)"
S246,"LINESTRING (-120.4922945 34.6399955, -120.4884715 34.6393015, -120.4851495 34.6392205, -120.4836275 34.6391835)"
U101,"LINESTRING (-120.0845480 34.4618460, -120.0843950 34.4618480)"
U101,"LINESTRING (-120.0845650 34.4618460, -120.0845480 34.4618460)"
U101,"LINESTRING (-120.0843950 34.4618480, -120.0839270 34.4618550, -120.0833920 34.4618500, -120.0828610 34.4618220)"
U101,"LINESTRING (-120.1443990 34.4745660, -120.1433830 34.4746510)"
U101,"LINESTRING (-120.1332250 34.4738920, -120.1315240 34.4735600)"
U101,"LINESTRING (-120.1295390 34.4731900, -120.1288340 34.4730850)"
U101,"LINESTRING (-120.1308430 34.4734280, -120.1298900 34.4732420, -120.1295390 34.4731900)"
U101,"LINESTRING (-119.7263080 34.4267380, -119.7261420 34.4267160)"
U101,"LINESTRING (-119.7246600 34.4264960, -119.7240570 34.4263740, -119.7239660 34.4263530, -119.7234580 34.4262380, -119.7229570 34.4261320, -119.7220430 34.4259390, -119.7219000 34.4259060)"
U101,"LINESTRING (-119.7251490 34.4265760, -119.7250840 34.4265670, -119.7246600 34.4264960)"
U101,"LINESTRING (-119.7258110 34.4266720, -119.7257030 34.4266580, -119.7251490 34.4265760)"
U101,"LINESTRING (-119.7207270 34.4255480, -119.7205620 34.4254830, -119.7203280 34.4253830, -119.7200420 34.4252460, -119.7199040 34.4251720, -119.7197470 34.4250780)"
U101,"LINESTRING (-119.7210720 34.4256730, -119.7210420 34.4256630, -119.7208000 34.4255770, -119.7207580 34.4255600)"
U101,"LINESTRING (-119.7219000 34.4259060, -119.7217890 34.4258810, -119.7215370 34.4258160, -119.7212880 34.4257430, -119.7210720 34.4256730)"
U101,"LINESTRING (-119.7207580 34.4255600, -119.7207270 34.4255480)"
U101,"LINESTRING (-119.7107900 34.4185650, -119.7103950 34.4182790, -119.7099230 34.4179610)"
U101,"LINESTRING (-119.7076760 34.4166170, -119.7072970 34.4163830)"
U101,"LINESTRING (-119.7066780 34.4159510, -119.7065880 34.4158880, -119.7063860 34.4157370, -119.7063170 34.4156820)"
S1,"LINESTRING (-120.4281170 34.7707750, -120.4281430 34.7708740, -120.4281600 34.7709290)"
S1,"LINESTRING (-120.4287270 34.7726100, -120.4287440 34.7726600, -120.4293200 34.7738500)"
S135,"LINESTRING (-120.4195110 34.7644360, -120.4182950 34.7639280, -120.4176910 34.7637240, -120.4165740 34.7633960, -120.4156830 34.7631460, -120.4146130 34.7628200)"
S135,"LINESTRING (-120.3987190 34.7583420, -120.3980950 34.7582680, -120.3977140 34.7582460, -120.3973590 34.7582480, -120.3970100 34.7582880, -120.3964590 34.7583910, -120.3955860 34.7586750, -120.3953090 34.7587540, -120.3951700 34.7587850, -120.3949060 34.7588450, -120.3946190 34.7588880, -120.3942340 34.7589180, -120.3941180 34.7589210, -120.3938630 34.7589260, -120.3934390 34.7589230, -120.3920710 34.7587710, -120.3909090 34.7586020)"
S1,"LINESTRING (-120.4488470 34.8143630, -120.4489010 34.8146680, -120.4489930 34.8150810)"
S1,"LINESTRING (-120.4487960 34.8140740, -120.4488470 34.8143630)"
S135,"LINESTRING (-120.4451620 34.8579620, -120.4448150 34.8579740, -120.4425270 34.8579750, -120.4419180 34.8580160, -120.4415830 34.8580690, -120.4409870 34.8581990, -120.4405550 34.8583340, -120.4400120 34.8585300, -120.4393820 34.8588400, -120.4389380 34.8591170, -120.4387740 34.8592360, -120.4384990 34.8594360, -120.4384370 34.8594870)"
S1,"LINESTRING (-120.4512640 34.8363260, -120.4513090 34.8367740, -120.4513410 34.8370930, -120.4514410 34.8378680, -120.4514840 34.8385290, -120.4517240 34.8406900, -120.4518640 34.8421550, -120.4518750 34.8422420, -120.4519360 34.8427430)"
S1,"LINESTRING (-120.4519360 34.8427430, -120.4519720 34.8430340)"
S1,"LINESTRING (-120.4531890 34.8563750, -120.4533370 34.8567970, -120.4535130 34.8574860)"
S1,"LINESTRING (-120.4523250 34.8523980, -120.4523210 34.8530140, -120.4523320 34.8536050, -120.4523640 34.8539120, -120.4524330 34.8543120)"
S1,"LINESTRING (-120.4523360 34.8505440, -120.4523440 34.8509050, -120.4523430 34.8515310, -120.4523260 34.8523070, -120.4523250 34.8523980)"
S135,"LINESTRING (-120.4521500 34.8505170, -120.4521370 34.8507190)"
S135,"LINESTRING (-120.4521610 34.8503400, -120.4521500 34.8505170)"
S1,"LINESTRING (-120.4524330 34.8543120, -120.4524460 34.8543580, -120.4524610 34.8544100)"
S1,"LINESTRING (-120.4524610 34.8544100, -120.4525010 34.8545560, -120.4526270 34.8548480)"
S1,"LINESTRING (-120.4537130 34.8589730, -120.4539020 34.8603610, -120.4539570 34.8605630, -120.4539960 34.8606690)"
S1,"LINESTRING (-120.4535130 34.8574860, -120.4535760 34.8577340, -120.4536650 34.8584830, -120.4536810 34.8587380, -120.4536960 34.8588500)"
S1,"LINESTRING (-120.4536960 34.8588500, -120.4537130 34.8589730)"
S135,"LINESTRING (-120.4377290 34.8602100, -120.4376060 34.8603640, -120.4372820 34.8608640, -120.4371310 34.8611450, -120.4369460 34.8616350, -120.4369150 34.8617340)"
S135,"LINESTRING (-120.4384370 34.8594870, -120.4384020 34.8595150, -120.4383280 34.8595830)"
S135,"LINESTRING (-120.4383280 34.8595830, -120.4380980 34.8597920, -120.4380110 34.8598810)"
S135,"LINESTRING (-120.4369150 34.8617340, -120.4368760 34.8618630, -120.4368250 34.8620900, -120.4367210 34.8628870, -120.4365980 34.8641280, -120.4365950 34.8641670, -120.4365480 34.8647510)"
